,id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords,geometry,osm_editor_link
59211,505278,SJ7J,small_airport,Fazenda Santo Inácio Airport,-12.624542,-46.156236,2890.0,SA,BR,BR-BA,São Desidério,no,SJ7J,,BA0383,,,,POINT (-46.156236 -12.624541999999998),https://www.openstreetmap.org/edit?editor=id#map=18/-12.624542/-46.156236
59212,507878,SJ7K,small_airport,Fazenda Santo Anjo Airstrip,-3.589722,-43.463056,344.0,SA,BR,BR-MA,Chapadinha,no,SJ7K,,MA0152,,,,POINT (-43.463056 -3.5897220000000005),https://www.openstreetmap.org/edit?editor=id#map=18/-3.589722/-43.463056
59213,505280,SJ7L,small_airport,Fazenda Palestra Airport,-12.650924,-45.621572,2477.0,SA,BR,BR-BA,São Desidério,no,SJ7L,,BA0419,,,,POINT (-45.621572 -12.650924),https://www.openstreetmap.org/edit?editor=id#map=18/-12.650924/-45.621572
59215,511406,SJ7N,small_airport,Fazenda Progresso Airstrip,-20.134167,-53.297222,1493.0,SA,BR,BR-MS,Ribas do Rio Pardo,no,SJ7N,,MS0694,,,,POINT (-53.297222 -20.134167),https://www.openstreetmap.org/edit?editor=id#map=18/-20.134167/-53.297222
59216,507926,SJ7P,small_airport,Fazenda Realeza Airport,-7.623889,-55.226667,827.0,SA,BR,BR-PA,Novo Progresso,no,SJ7P,,PA0356,,,,POINT (-55.22666699999999 -7.623888999999999),https://www.openstreetmap.org/edit?editor=id#map=18/-7.623889/-55.226667
59217,507924,SJ7Q,small_airport,Fazenda Arataba Airport,-20.650833,-56.66685,1083.0,SA,BR,BR-MS,Bodoquena,no,SJ7Q,,MS0696,,,,POINT (-56.66685 -20.650833000000002),https://www.openstreetmap.org/edit?editor=id#map=18/-20.650833/-56.666850
59218,507929,SJ7R,small_airport,Fazenda Baía Mineira Airport,-18.451111,-56.889444,374.0,SA,BR,BR-MS,Corumbá,no,SJ7R,,MS0699,,,,POINT (-56.889444 -18.451110999999994),https://www.openstreetmap.org/edit?editor=id#map=18/-18.451111/-56.889444
59219,507953,SJ7S,small_airport,Fazenda Gravataí Airport,-17.182506,-54.858036,1565.0,SA,BR,BR-MT,Itiquira,no,SJ7S,,MT0777,,,,POINT (-54.85803599999999 -17.182506),https://www.openstreetmap.org/edit?editor=id#map=18/-17.182506/-54.858036
59220,508001,SJ7U,small_airport,Fazenda Jatobá Airport,-21.263407,-52.51918,1155.0,SA,BR,BR-MS,Brasilândia,no,SJ7U,,MS0695,,,,POINT (-52.51918 -21.263407),https://www.openstreetmap.org/edit?editor=id#map=18/-21.263407/-52.519180
59221,508003,SJ7V,small_airport,Fazenda São José Airstrip,-14.955556,-59.919722,682.0,SA,BR,BR-MT,Vila Bela da Santíssima Trindade,no,SJ7V,,MT0726,,,,POINT (-59.91972199999999 -14.955555999999996),https://www.openstreetmap.org/edit?editor=id#map=18/-14.955556/-59.919722
59222,508157,SJ7X,small_airport,Fazenda Fronteira Airport,-21.77074,-57.680401,325.0,SA,BR,BR-MS,Porto Murtinho,no,SJ7X,,MS0647,,,,POINT (-57.680400999999996 -21.77074),https://www.openstreetmap.org/edit?editor=id#map=18/-21.770740/-57.680401
59224,508238,SJ82,small_airport,Fazenda Boemia,-19.13046,-53.281916,1066.0,SA,BR,BR-MS,Paraíso das Águas,no,SJ82,,MS0636,,,,POINT (-53.28191600000001 -19.13046),https://www.openstreetmap.org/edit?editor=id#map=18/-19.130460/-53.281916
59225,508240,SJ83,small_airport,Fazenda Leonardo Airport,-17.020713,-54.202288,2290.0,SA,BR,BR-MT,Pedra Preta,no,SJ83,,MT0830,,,,POINT (-54.202287999999996 -17.020712999999997),https://www.openstreetmap.org/edit?editor=id#map=18/-17.020713/-54.202288
59226,507968,SJ84,small_airport,Fazenda Codeara Airport,-10.466081,-50.534172,630.0,SA,BR,BR-MT,Santa Terezinha,no,SJ84,,MT0871,,,,POINT (-50.534172 -10.466080999999999),https://www.openstreetmap.org/edit?editor=id#map=18/-10.466081/-50.534172
59229,506701,SJ88,small_airport,Fazenda Bom Pastor Airstrip,-20.615833,-55.640556,890.0,SA,BR,BR-MS,Anastácio,no,SJ88,,MS0693,,,,POINT (-55.640556 -20.615832999999995),https://www.openstreetmap.org/edit?editor=id#map=18/-20.615833/-55.640556
59230,506705,SJ89,small_airport,Fazenda Baliza Airstrip,-14.5675,-53.932222,2116.0,SA,BR,BR-MT,Paranatinga,no,SJ89,,MT0868,,,,POINT (-53.932221999999996 -14.567499999999994),https://www.openstreetmap.org/edit?editor=id#map=18/-14.567500/-53.932222
59231,506243,SJ8A,small_airport,Grato Agropecuária - Fazenda Ipanema Airport,-13.27646,-45.945415,2854.0,SA,BR,BR-BA,São Desidério,no,SJ8A,,BA0418,,,,POINT (-45.94541499999999 -13.27646),https://www.openstreetmap.org/edit?editor=id#map=18/-13.276460/-45.945415
59232,506706,SJ8B,small_airport,São Joaquim Airport,-2.803611,-60.048056,354.0,SA,BR,BR-AM,Manaus,no,SJ8B,,AM0100,,,,POINT (-60.04805599999999 -2.803611),https://www.openstreetmap.org/edit?editor=id#map=18/-2.803611/-60.048056
59234,506711,SJ8D,small_airport,Fazenda Novo Horizonte Airstrip,-12.688333,-44.749722,2510.0,SA,BR,BR-BA,São Desidério,no,SJ8D,,BA0404,,,,POINT (-44.749722 -12.688332999999998),https://www.openstreetmap.org/edit?editor=id#map=18/-12.688333/-44.749722
59235,506241,SJ8E,small_airport,Fazenda Casa Branca Airport,-18.498206,-41.867056,728.0,SA,BR,BR-MG,Frei Inocêncio,no,SJ8E,,MG0574,,,,POINT (-41.86705599999999 -18.498205999999996),https://www.openstreetmap.org/edit?editor=id#map=18/-18.498206/-41.867056
59236,506239,SJ8F,small_airport,Agropecuária Campo Novo Airport,-4.465765,-44.17335,469.0,SA,BR,BR-MA,Peritoró,no,SJ8F,,MA0153,,,,POINT (-44.17335 -4.465765000000001),https://www.openstreetmap.org/edit?editor=id#map=18/-4.465765/-44.173350
59237,506712,SJ8G,small_airport,Fazenda Aracoara Airport,-20.712778,-54.781944,1591.0,SA,BR,BR-MS,Sidrolândia,no,SJ8G,,MS0653,,,,POINT (-54.781943999999996 -20.712778),https://www.openstreetmap.org/edit?editor=id#map=18/-20.712778/-54.781944
59238,507896,SJ8H,small_airport,Alzir Pimentel de Aguiar Airport,-8.224167,-44.860833,1001.0,SA,BR,BR-PI,Baixa Grande do Ribeiro,no,SJ8H,,PI0106,,,,POINT (-44.860833 -8.224167),https://www.openstreetmap.org/edit?editor=id#map=18/-8.224167/-44.860833
59239,506539,SJ8K,small_airport,Fazenda Jaraguá Airport,-19.531137,-55.282233,923.0,SA,BR,BR-MS,Aquidauana,no,SJ8K,,MS0616,,,,POINT (-55.28223299999999 -19.531137),https://www.openstreetmap.org/edit?editor=id#map=18/-19.531137/-55.282233
59240,506537,SJ8L,small_airport,Fazenda Morro São Pedro Airstrip,-19.703965,-57.879781,276.0,SA,BR,BR-MS,Corumbá,no,SJ8L,,MS0517,,,,POINT (-57.879781 -19.703964999999997),https://www.openstreetmap.org/edit?editor=id#map=18/-19.703965/-57.879781
59242,528352,SJ8O,small_airport,Fazenda Bela Vista Airport,-12.524876,-61.11823,1076.0,SA,BR,BR-RO,Chupinguaia,no,SJ8O,,RO0096,,,,POINT (-61.118230000000004 -12.524875999999999),https://www.openstreetmap.org/edit?editor=id#map=18/-12.524876/-61.118230
59243,506635,SJ8P,small_airport,Fazenda Mata da Chuva Airport,-11.55925,-57.86479,1007.0,SA,BR,BR-MT,Juara,no,SJ8P,,MT0840,,,,POINT (-57.86479 -11.559249999999999),https://www.openstreetmap.org/edit?editor=id#map=18/-11.559250/-57.864790
59244,507884,SJ8Q,small_airport,Fazenda Brasília,3.213093,-61.094701,430.0,SA,BR,BR-RR,Alto Alegre,no,SJ8Q,,RR0133,,,,POINT (-61.09470100000001 3.213093),https://www.openstreetmap.org/edit?editor=id#map=18/3.213093/-61.094701
59245,506633,SJ8R,small_airport,Fazenda Santa Terezinha Airport,-13.538346,-57.824913,1719.0,SA,BR,BR-MT,Campo Novo do Parecis,no,SJ8R,,MT0818,,,,POINT (-57.824913 -13.538346),https://www.openstreetmap.org/edit?editor=id#map=18/-13.538346/-57.824913
59246,506638,SJ8S,small_airport,Agropecuária JMW Airport,-5.7175,-44.968889,794.0,SA,BR,BR-MA,Barra do Corda,no,SJ8S,,MA0158,,,,POINT (-44.96888899999999 -5.7175),https://www.openstreetmap.org/edit?editor=id#map=18/-5.717500/-44.968889
59247,507824,SJ8T,small_airport,Fazenda Sonho Azul Airport,0.816667,-59.853611,430.0,SA,BR,BR-RR,São João da Baliza,no,SJ8T,,RR0143,,,,POINT (-59.853610999999994 0.816667),https://www.openstreetmap.org/edit?editor=id#map=18/0.816667/-59.853611
59248,507821,SJ8U,small_airport,Fazenda Cambará Airport,-17.925417,-55.222753,538.0,SA,BR,BR-MS,Corumbá,no,SJ8U,,MS0690,,,,POINT (-55.22275299999999 -17.925416999999996),https://www.openstreetmap.org/edit?editor=id#map=18/-17.925417/-55.222753
59249,507819,SJ8V,small_airport,Fazenda Cremacq Airport,-8.203559,-45.311332,1844.0,SA,BR,BR-PI,Baixa Grande do Ribeiro,no,SJ8V,,PI0099,,,,POINT (-45.31133199999999 -8.203558999999998),https://www.openstreetmap.org/edit?editor=id#map=18/-8.203559/-45.311332
59250,507059,SJ8W,small_airport,Fazenda Colorado Airstrip,-7.345424,-48.193969,919.0,SA,BR,BR-TO,Araguaína,no,SJ8W,,TO0116,,,,POINT (-48.193968999999996 -7.3454239999999995),https://www.openstreetmap.org/edit?editor=id#map=18/-7.345424/-48.193969
59251,507057,SJ8X,small_airport,Fazenda Santa Lavinia Airstrip,-15.549428,-51.103377,984.0,SA,BR,BR-GO,Santa Fé de Goiás,no,SJ8X,,GO0317,,,,POINT (-51.103376999999995 -15.549428000000002),https://www.openstreetmap.org/edit?editor=id#map=18/-15.549428/-51.103377
59252,507055,SJ8Y,small_airport,Fazenda Conceição Airport,-18.021752,-56.825399,354.0,SA,BR,BR-MS,Corumbá,no,SJ8Y,,MS0688,,,,POINT (-56.825399 -18.021752000000003),https://www.openstreetmap.org/edit?editor=id#map=18/-18.021752/-56.825399
59253,507027,SJ8Z,small_airport,Sebastião Garcia  Airport,-13.292645,-52.381461,1234.0,SA,BR,BR-MT,Canarana,no,SJ8Z,,MT0906,,,,POINT (-52.381460999999994 -13.292644999999998),https://www.openstreetmap.org/edit?editor=id#map=18/-13.292645/-52.381461
59254,507025,SJ92,small_airport,Agronova Airport,-16.120274,-52.485403,1194.0,SA,BR,BR-MT,Torixoréu,no,SJ92,,MT0896,,,,POINT (-52.485403 -16.120274000000002),https://www.openstreetmap.org/edit?editor=id#map=18/-16.120274/-52.485403
59255,507023,SJ93,small_airport,Fazenda Paranoá Airport,-13.203146,-52.194675,1250.0,SA,BR,BR-MT,Canarana,no,SJ93,,MT0862,,,,POINT (-52.194675 -13.203146),https://www.openstreetmap.org/edit?editor=id#map=18/-13.203146/-52.194675
59257,507409,SJ99,small_airport,Fazenda Vale Verde Airstrip,-6.354167,-45.296667,1102.0,SA,BR,BR-MA,Fernando Falcão,no,SJ99,,MA0159,,,,POINT (-45.29666699999999 -6.354166999999999),https://www.openstreetmap.org/edit?editor=id#map=18/-6.354167/-45.296667
59258,508244,SJ9C,small_airport,Fazenda Vieira Munhoz Airport,-9.194895,-63.479199,299.0,SA,BR,BR-RO,Candeias do Jamari,no,SJ9C,,RO0087,,,,POINT (-63.479198999999994 -9.194895),https://www.openstreetmap.org/edit?editor=id#map=18/-9.194895/-63.479199
59259,508247,SJ9D,small_airport,ASL - Fazenda Matão Airport,-13.360556,-54.428056,1394.0,SA,BR,BR-MT,Paranatinga,no,SJ9D,,MT0913,,,,POINT (-54.428056 -13.360556),https://www.openstreetmap.org/edit?editor=id#map=18/-13.360556/-54.428056
59262,508061,SJ9G,small_airport,Fazenda Mata Linda Airport,-11.821104,-52.755192,974.0,SA,BR,BR-MT,Querência,no,SJ9G,,MT0870,,,,POINT (-52.755191999999994 -11.821104),https://www.openstreetmap.org/edit?editor=id#map=18/-11.821104/-52.755192
59263,508058,SJ9H,small_airport,Fazenda Felicidade Airport,-12.879562,-48.895847,991.0,SA,BR,BR-GO,Porangatu,no,SJ9H,,GO0299,,,,POINT (-48.895846999999996 -12.879561999999998),https://www.openstreetmap.org/edit?editor=id#map=18/-12.879562/-48.895847
59264,527050,SJ9I,small_airport,Fazenda Barreiro Grande Airport,-14.584137,-50.3258,1043.0,SA,BR,BR-GO,Nova Crixás,no,SJ9I,,GO0371,,,,POINT (-50.3258 -14.584137),https://www.openstreetmap.org/edit?editor=id#map=18/-14.584137/-50.325800
59265,508055,SJ9J,small_airport,Fazenda Ki Grão Airport,-8.155437,-44.964697,1634.0,SA,BR,BR-PI,Baixa Grande do Ribeiro,no,SJ9J,,PI0098,,,,POINT (-44.964697 -8.155436999999996),https://www.openstreetmap.org/edit?editor=id#map=18/-8.155437/-44.964697
59266,508226,SJ9K,small_airport,Fazenda Santa Maria Airport,-21.146389,-51.028889,1342.0,SA,BR,BR-SP,Lavínia,no,SJ9K,,SP1441,,,,POINT (-51.028889 -21.146389),https://www.openstreetmap.org/edit?editor=id#map=18/-21.146389/-51.028889
59267,509267,SJ9L,small_airport,Fazenda Santa Paula,-12.14782,-45.477122,2382.0,SA,BR,BR-BA,Barreiras,no,SJ9L,,BA0431,,,,POINT (-45.477122 -12.147819999999998),https://www.openstreetmap.org/edit?editor=id#map=18/-12.147820/-45.477122
59268,509265,SJ9M,small_airport,Fazenda Graúna Airport,-5.521257,-43.915,623.0,SA,BR,BR-MA,Fortuna,no,SJ9M,,MA0167,,,,POINT (-43.91499999999999 -5.521257),https://www.openstreetmap.org/edit?editor=id#map=18/-5.521257/-43.915000
59269,509261,SJ9N,small_airport,Fazenda São João Airport,-15.684107,-57.575439,505.0,SA,BR,BR-MT,Cáceres,no,SJ9N,,MT0890,,,,POINT (-57.575438999999996 -15.684107000000003),https://www.openstreetmap.org/edit?editor=id#map=18/-15.684107/-57.575439
59270,509259,SJ9P,small_airport,Ximarí Airport,-8.876667,-57.415278,522.0,SA,BR,BR-MT,Apiacás,no,SJ9P,,MT0909,,,,POINT (-57.415277999999994 -8.876666999999996),https://www.openstreetmap.org/edit?editor=id#map=18/-8.876667/-57.415278
59272,509255,SJ9R,small_airport,Fazenda Rasante Airport,-15.268562,-43.766898,1594.0,SA,BR,BR-MG,Jaíba,no,SJ9R,,MG0588,,,,POINT (-43.76689799999999 -15.268562),https://www.openstreetmap.org/edit?editor=id#map=18/-15.268562/-43.766898
59273,509253,SJ9S,small_airport,Fazenda Serrana Airport,-15.778959,-55.240287,2543.0,SA,BR,BR-MT,Jaciara,no,SJ9S,,MT0916,,,,POINT (-55.240287 -15.778959),https://www.openstreetmap.org/edit?editor=id#map=18/-15.778959/-55.240287
59274,509251,SJ9T,small_airport,Fazenda San Remo Airport,-19.535715,-53.019455,1749.0,SA,BR,BR-MS,Água Clara,no,SJ9T,,MS0701,,,,POINT (-53.019454999999994 -19.535714999999996),https://www.openstreetmap.org/edit?editor=id#map=18/-19.535715/-53.019455
59275,508614,SJ9U,small_airport,Fazenda São José Airport,-11.414312,-45.423924,2533.0,SA,BR,BR-BA,Riachão das Neves,no,SJ9U,,BA0438,,,,POINT (-45.423924 -11.414312),https://www.openstreetmap.org/edit?editor=id#map=18/-11.414312/-45.423924
59276,508612,SJ9V,small_airport,Fazenda Paranatinga Airstrip,-11.922222,-55.731389,1158.0,SA,BR,BR-MT,Sorriso,no,SJ9V,,MT0912,,,,POINT (-55.73138899999999 -11.922222),https://www.openstreetmap.org/edit?editor=id#map=18/-11.922222/-55.731389
59278,508608,SJ9X,small_airport,Fazenda Palmeira Airport,-8.798611,-46.260278,1660.0,SA,BR,BR-MA,Tasso Fragoso,no,SJ9X,,MA0138,,,,POINT (-46.260278 -8.798611),https://www.openstreetmap.org/edit?editor=id#map=18/-8.798611/-46.260278
59279,508604,SJ9Z,small_airport,Fazenda Dois Irmãos Airport,-23.63453,-49.145413,2123.0,SA,BR,BR-SP,Taquarituba,no,SJ9Z,,SP0929,,,,POINT (-49.145413 -23.634529999999998),https://www.openstreetmap.org/edit?editor=id#map=18/-23.634530/-49.145413
59280,508602,SJA3,small_airport,Merlin Agro/Itaúna Airstrip,-5.939722,-43.746389,787.0,SA,BR,BR-MA,Buriti Bravo,no,SJA3,,MA0145,,,,POINT (-43.746389 -5.939721999999999),https://www.openstreetmap.org/edit?editor=id#map=18/-5.939722/-43.746389
59281,508600,SJA4,small_airport,Fazenda Três Estrelas Airport,-17.695556,-56.574444,381.0,SA,BR,BR-MS,Corumbá,no,SJA4,,MS0674,,,,POINT (-56.57444399999999 -17.695556000000003),https://www.openstreetmap.org/edit?editor=id#map=18/-17.695556/-56.574444
59282,509248,SJA6,small_airport,Speed Aviação Agrícola Airport,-10.146933,-57.45086,1001.0,SA,BR,BR-MT,Nova Monte Verde,no,SJA6,,MT0897,,,,POINT (-57.450860000000006 -10.146933),https://www.openstreetmap.org/edit?editor=id#map=18/-10.146933/-57.450860
59283,509246,SJA7,small_airport,Fazenda Bonjour Airport,-12.557569,-57.777829,1093.0,SA,BR,BR-MT,Brasnorte,no,SJA7,,MT0917,,,,POINT (-57.777829 -12.557568999999999),https://www.openstreetmap.org/edit?editor=id#map=18/-12.557569/-57.777829
59284,509244,SJA8,small_airport,Fazenda Santa Bárbara Airport,-10.268253,-57.308721,1329.0,SA,BR,BR-MT,Nova Monte Verde,no,SJA8,,MT0831,,,,POINT (-57.308721000000006 -10.268253),https://www.openstreetmap.org/edit?editor=id#map=18/-10.268253/-57.308721
59285,509242,SJA9,small_airport,Fazenda Tanabí Airport,-15.693655,-58.623495,689.0,SA,BR,BR-MT,Porto Esperidião,no,SJA9,,MT0833,,,,POINT (-58.623494999999984 -15.693654999999996),https://www.openstreetmap.org/edit?editor=id#map=18/-15.693655/-58.623495
59290,36416,SJAE,small_airport,Fazenda Furnas Airport,-13.158297,-51.807606,1618.0,SA,BR,BR-MT,Ribeirão Cascalheira,no,,,,,,SJAE,POINT (-51.80760599999999 -13.158297),https://www.openstreetmap.org/edit?editor=id#map=18/-13.158297/-51.807606
59293,504579,SJAH,small_airport,Fazenda Gesso Integral,-5.773889,-45.164722,755.0,SA,BR,BR-MA,Grajaú,no,SJAH,,MA0027,,,,POINT (-45.164722 -5.773889),https://www.openstreetmap.org/edit?editor=id#map=18/-5.773889/-45.164722
59304,36428,SJAS,small_airport,Fazenda São Roque Airport,-21.669166564941406,-49.173057556152344,1450.0,SA,BR,BR-SP,Reginópolis,no,SJAS,,,,,,POINT (-49.173057556152344 -21.669166564941403),https://www.openstreetmap.org/edit?editor=id#map=18/-21.669167/-49.173058
59308,36430,SJAW,small_airport,Fazenda Citrícola Airport,-21.724679,-48.377154,2051.0,SA,BR,BR-SP,Gavião Peixoto,no,SJAW,,SP0204,,,,POINT (-48.37715399999999 -21.724678999999995),https://www.openstreetmap.org/edit?editor=id#map=18/-21.724679/-48.377154
59312,508972,SJB2,small_airport,Fazenda Uirapuru Airstrip,-1.229722,-48.939444,978.0,SA,BR,BR-TO,Crixás do Tocantins,no,SJB2,,TO0114,,,,POINT (-48.939444 -1.229722),https://www.openstreetmap.org/edit?editor=id#map=18/-1.229722/-48.939444
59315,510508,SJB6,small_airport,Fazenda São Luís Airstrip,-24.555267,-52.38221,2280.0,SA,BR,BR-PR,Roncador,no,SJB6,,PR0239,,,,POINT (-52.38221 -24.555267),https://www.openstreetmap.org/edit?editor=id#map=18/-24.555267/-52.382210
59317,510505,SJB8,small_airport,Fazenda Vale do Sonho Airport,-15.146361,-51.871783,896.0,SA,BR,BR-MT,Araguaiana,no,SJB8,,MT0882,,,,POINT (-51.871783 -15.146360999999999),https://www.openstreetmap.org/edit?editor=id#map=18/-15.146361/-51.871783
59318,510502,SJB9,small_airport,Agropecuária Barra do Garças Airport,-15.39689,-52.554134,2746.0,SA,BR,BR-MT,Barra do Garças,no,SJB9,,MT0860,,,,POINT (-52.554134 -15.396890000000004),https://www.openstreetmap.org/edit?editor=id#map=18/-15.396890/-52.554134
59320,323686,SJBB,small_airport,Fazenda Bacaba Airport,-9.525193,-49.889005,640.0,SA,BR,BR-TO,Caseara,no,SJBB,,TO0023,,,,POINT (-49.88900499999999 -9.525192999999998),https://www.openstreetmap.org/edit?editor=id#map=18/-9.525193/-49.889005
59321,336121,SJBC,small_airport,Fazenda União Airport,-8.989448,-51.215305,1099.0,SA,BR,BR-PA,Cumaru do Norte,no,SJBC,,PA0066,,,,POINT (-51.215305 -8.989448),https://www.openstreetmap.org/edit?editor=id#map=18/-8.989448/-51.215305
59324,36436,SJBF,small_airport,Fazenda J.K. Airport,-15.158888816833,-48.283889770508,2136.0,SA,BR,BR-GO,Mimoso De Goiás,no,,,,,,SJBF,POINT (-48.28388977050799 -15.158888816833002),https://www.openstreetmap.org/edit?editor=id#map=18/-15.158889/-48.283890
59335,36447,SJBR,small_airport,Fazenda Santa Luzia Airport,-17.876667022705,-56.388889312744,401.0,SA,BR,BR-MS,Corumbá,no,,,,,,SJBR,POINT (-56.388889312744 -17.876667022705),https://www.openstreetmap.org/edit?editor=id#map=18/-17.876667/-56.388889
59344,509539,SJC4,small_airport,Fazenda Galiléia 2 Airport,-11.436389,-47.125278,1578.0,SA,BR,BR-TO,Almas,no,SJC4,,TO0121,,,,POINT (-47.125278 -11.436389),https://www.openstreetmap.org/edit?editor=id#map=18/-11.436389/-47.125278
59346,509543,SJC7,small_airport,Fazenda Paraíso Airstrip,-10.451944,-48.175278,2260.0,SA,BR,BR-TO,Porto Nacional,no,SJC7,,TO0125,,,,POINT (-48.17527799999999 -10.451944),https://www.openstreetmap.org/edit?editor=id#map=18/-10.451944/-48.175278
59353,36457,SJCE,small_airport,Usina Eldorado Airport,-21.852222442627,-54.018890380859,1690.0,SA,BR,BR-MS,Rio Brilhante,no,,,,,,SJCE,POINT (-54.018890380859 -21.852222442626996),https://www.openstreetmap.org/edit?editor=id#map=18/-21.852222/-54.018890
59375,509550,SJD2,small_airport,Fazenda Cabeceira do Pontal Airstrip,-17.850856,-53.29886,2910.0,SA,BR,BR-MT,Alto Taquari,no,SJD2,,MT0839,,,,POINT (-53.29886 -17.850855999999993),https://www.openstreetmap.org/edit?editor=id#map=18/-17.850856/-53.298860
59376,509552,SJD3,small_airport,Madre Cabrini Airstrip,-22.981101,-49.509938,2201.0,SA,BR,BR-MT,Bernardino de Campos,no,SJD3,,SP1356,,,,POINT (-49.509938000000005 -22.981101),https://www.openstreetmap.org/edit?editor=id#map=18/-22.981101/-49.509938
59377,509556,SJD4,small_airport,Fazenda Santo André Airstrip,-14.635,-46.406944,3143.0,SA,BR,BR-GO,Sítio d'Abadia,no,SJD4,,GO0361,,,,POINT (-46.406944 -14.635000000000003),https://www.openstreetmap.org/edit?editor=id#map=18/-14.635000/-46.406944
59382,346112,SJDB,small_airport,Fazenda Santa Elisa Airport,-15.055868,-51.363991,853.0,SA,BR,BR-GO,Britânia,no,SJDB,,GO0197,,,,POINT (-51.36399099999999 -15.055867999999998),https://www.openstreetmap.org/edit?editor=id#map=18/-15.055868/-51.363991
59385,511409,SJDE,small_airport,Fazenda União Airport,-22.644834,-54.09762,1332.0,SA,BR,BR-MS,Jateí,no,SJDE,,MS0149,,,,POINT (-54.09761999999999 -22.644833999999996),https://www.openstreetmap.org/edit?editor=id#map=18/-22.644834/-54.097620
59392,36485,SJDL,small_airport,Fazenda Paraíso Airport,-17.302378,-55.852776,1313.0,SA,BR,BR-MS,Corumbá,no,SJDL,,MS0151,,,,POINT (-55.852776 -17.302378),https://www.openstreetmap.org/edit?editor=id#map=18/-17.302378/-55.852776
59405,36498,SJDZ,small_airport,Fazenda Canduá Airport,-15.833989,-46.571946,3084.0,SA,BR,BR-MG,Unaí,no,SJDZ,,MG0119,,,,POINT (-46.571946 -15.833989),https://www.openstreetmap.org/edit?editor=id#map=18/-15.833989/-46.571946
59406,509743,SJE3,small_airport,Fazenda Progresso Airport,-11.992523,-56.467067,1306.0,SA,BR,BR-MT,Porto dos Gaúchos,no,SJE3,,MT0920,,,,POINT (-56.46706699999999 -11.992523000000002),https://www.openstreetmap.org/edit?editor=id#map=18/-11.992523/-56.467067
59407,509492,SJE4,small_airport,Fazenda Bonanza Airport,-13.798333,-50.701944,814.0,SA,BR,BR-GO,Nova Crixás,no,SJE4,,GO0360,,,,POINT (-50.701944 -13.798332999999996),https://www.openstreetmap.org/edit?editor=id#map=18/-13.798333/-50.701944
59409,509715,SJE8,small_airport,Redex Aeroagrícola Airport,-12.635379,-52.188379,1240.0,SA,BR,BR-MT,Querência,no,SJE8,,MT0901,,,,POINT (-52.18837899999999 -12.635378999999997),https://www.openstreetmap.org/edit?editor=id#map=18/-12.635379/-52.188379
59420,36507,SJEJ,small_airport,Fazenda Bonanza Airport,-22.155000686646,-49.287776947021,1713.0,SA,BR,BR-SP,Avaí,no,,,,,,SJEJ,POINT (-49.287776947020994 -22.155000686645998),https://www.openstreetmap.org/edit?editor=id#map=18/-22.155001/-49.287777
59422,36509,SJEL,small_airport,Eldorado Airport,-6.9555559158325,-56.471111297607,837.0,SA,BR,BR-PA,Itaituba,no,,,,,,SJEL,POINT (-56.471111297606996 -6.955555915832501),https://www.openstreetmap.org/edit?editor=id#map=18/-6.955556/-56.471111
59432,36518,SJEV,small_airport,Fazenda São Francisco Airport,-17.648332595825,-56.886112213135,401.0,SA,BR,BR-MS,Corumbá,no,,,,,,SJEV,POINT (-56.88611221313499 -17.648332595824996),https://www.openstreetmap.org/edit?editor=id#map=18/-17.648333/-56.886112
59437,309465,SJF,seaplane_base,Cruz Bay Seaplane Base,18.3315,-64.796,0.0,,VI,VI-U-A,Saint John Island,no,,SJF,,,,,POINT (-64.796 18.33149999999999),https://www.openstreetmap.org/edit?editor=id#map=18/18.331500/-64.796000
59438,510101,SJF2,small_airport,Fazenda Verde Vale Airport,-9.838342,-55.304067,869.0,SA,BR,BR-MT,Novo Mundo,no,SJF2,,MT0924,,,,POINT (-55.304066999999996 -9.838341999999999),https://www.openstreetmap.org/edit?editor=id#map=18/-9.838342/-55.304067
59440,510079,SJF6,small_airport,Salon Airport,-12.886111,-48.865833,335.0,SA,BR,BR-GO,Porangatu,no,SJF6,,GO0357,,,,POINT (-48.865833 -12.886110999999998),https://www.openstreetmap.org/edit?editor=id#map=18/-12.886111/-48.865833
59441,510072,SJF7,small_airport,Fazenda Santa Maria do Palmas Airstrip,-12.365278,-47.097222,1050.0,SA,BR,BR-TO,Arraias,no,SJF7,,TO0124,,,,POINT (-47.097222 -12.365277999999998),https://www.openstreetmap.org/edit?editor=id#map=18/-12.365278/-47.097222
59442,510070,SJF8,small_airport,Fazenda Bahia Potrich Airport,-12.724284,-55.112014,1332.0,SA,BR,BR-MT,Feliz Natal,no,SJF8,,MT0874,,,,POINT (-55.112013999999995 -12.724284),https://www.openstreetmap.org/edit?editor=id#map=18/-12.724284/-55.112014
59449,36526,SJFG,small_airport,Fazenda Penedo Airport,-5.5211110115051,-57.107498168945,250.0,SA,BR,BR-PA,Itaituba,no,,,,,,SJFG,POINT (-57.10749816894499 -5.5211110115051),https://www.openstreetmap.org/edit?editor=id#map=18/-5.521111/-57.107498
59453,36530,SJFK,small_airport,Fazenda Cachoeira Airport,-12.591994,-49.532516,771.0,SA,BR,BR-TO,Araguaçu,no,SJFK,,TO0027,,,,POINT (-49.532515999999994 -12.591994),https://www.openstreetmap.org/edit?editor=id#map=18/-12.591994/-49.532516
